,Nurse,2022-04-01-mañana,2022-04-01-tarde,2022-04-02-mañana,2022-04-02-tarde,2022-04-03-mañana,2022-04-03-tarde,2022-04-04-mañana,2022-04-04-tarde,2022-04-05-mañana,2022-04-05-tarde,2022-04-06-mañana,2022-04-06-tarde,2022-04-07-mañana,2022-04-07-tarde,2022-04-08-mañana,2022-04-08-tarde,2022-04-09-mañana,2022-04-09-tarde,2022-04-10-mañana,2022-04-10-tarde,2022-04-11-mañana,2022-04-11-tarde,2022-04-12-mañana,2022-04-12-tarde,2022-04-13-mañana,2022-04-13-tarde,2022-04-14-mañana,2022-04-14-tarde,2022-04-15-mañana,2022-04-15-tarde,2022-04-16-mañana,2022-04-16-tarde,2022-04-17-mañana,2022-04-17-tarde,2022-04-18-mañana,2022-04-18-tarde,2022-04-19-mañana,2022-04-19-tarde,2022-04-20-mañana,2022-04-20-tarde,2022-04-21-mañana,2022-04-21-tarde,2022-04-22-mañana,2022-04-22-tarde,2022-04-23-mañana,2022-04-23-tarde,2022-04-24-mañana,2022-04-24-tarde,2022-04-25-mañana,2022-04-25-tarde,2022-04-26-mañana,2022-04-26-tarde,2022-04-27-mañana,2022-04-27-tarde,2022-04-28-mañana,2022-04-28-tarde,2022-04-29-mañana,2022-04-29-tarde,2022-04-30-mañana,2022-04-30-tarde,objective_1,objective_2
10,person_8,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,DISP,-,-,-,-,T1,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,0.0,14.5625
11,person_1,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,2.0,12.5625
12,person_10,-,T2,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,DISP,-,DISP,-,M,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,COM,-,DISP,-,2.0,12.5625
13,person_11,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,-,T1,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,2.0,12.5625
14,person_4,-,T1,-,T1,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T2,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T2,-,T1,-,T2,2.0,12.5625
15,person_7,COM,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,-,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,CHX,-,T1,-,-,-,T2,-,-,2.0,12.5625
16,person_9,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,CHX,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,T1,2.0,12.5625
17,person_6,-,CHX,-,-,-,-,-,CHX,-,-,-,-,-,CHX,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,T2,2.0,12.5625
18,person_5,M,-,M,-,-,-,-,T2,-,T1,-,CHX,-,-,-,T2,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,DISP,-,COM,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,-,-,2.0,12.5625
19,person_3,M,-,-,-,DISP,-,-,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,M,-,M,-,COM,-,DISP,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,2.0,12.5625
20,person_2,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,T2,-,-,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,T1,-,-,-,-,-,CHX,-,-,-,-,-,T2,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,2.0,12.5625
21,person_8,M,-,DISP,-,-,-,COM,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,DISP,-,-,-,-,T2,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,COM,-,-,-,COM,-,-,-,COM,-,M,-,2.0,12.5625
22,person_1,-,-,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,T1,-,-,-,CHX,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,T2,-,CHX,-,-,3.0,12.4375
23,person_10,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,-,-,-,-,M,-,DISP,-,-,-,M,-,-,-,COM,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,3.0,12.4375
24,person_11,-,CHX,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,CHX,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,T1,-,T1,-,CHX,-,-,-,T2,-,CHX,3.0,12.4375
25,person_4,-,T2,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,T1,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,3.0,12.4375
26,person_7,COM,-,-,-,DISP,-,COM,-,M,-,COM,-,M,-,-,-,-,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,COM,-,-,-,3.0,12.4375
27,person_9,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,T2,-,T1,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,T2,-,T1,-,-,-,T2,-,CHX,-,T2,-,-,-,-,-,T2,3.0,12.4375
28,person_6,-,CHX,-,-,-,T1,-,T2,-,-,-,-,-,CHX,-,-,-,T1,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,T1,3.0,12.4375
29,person_5,COM,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,DISP,-,-,-,-,T2,-,-,-,CHX,-,T1,-,-,3.0,12.4375
30,person_3,M,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,DISP,-,DISP,-,-,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,COM,-,-,-,COM,-,M,-,M,-,DISP,-,3.0,12.4375
31,person_2,-,T1,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,T2,3.0,12.4375
32,person_8,M,-,DISP,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,M,-,-,-,COM,-,-,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,3.0,12.4375
33,person_1,-,T1,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,T1,-,-,M,-,COM,-,COM,-,-,-,COM,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,4.0,12.0625
34,person_10,-,CHX,-,-,-,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,COM,-,-,-,-,-,M,-,COM,-,M,-,4.0,12.0625
35,person_11,-,T2,-,T1,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,CHX,-,T2,4.0,12.0625
36,person_4,-,CHX,-,-,-,-,-,T2,-,T1,-,T2,-,T2,-,T2,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,-,CHX,4.0,12.0625
37,person_7,M,-,-,-,M,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,DISP,-,4.0,12.0625
38,person_9,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,-,-,T2,-,T1,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T2,-,-,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,T2,4.0,12.0625
39,person_6,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,-,-,T1,4.0,12.0625
40,person_5,M,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,-,4.0,12.0625
41,person_3,COM,-,DISP,-,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,M,-,COM,-,M,-,COM,-,DISP,-,DISP,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,M,-,M,-,-,-,4.0,12.0625
42,person_2,-,-,-,-,-,-,-,CHX,-,CHX,-,-,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,CHX,-,T1,-,T1,-,CHX,4.0,12.0625
43,person_8,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,DISP,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,-,-,T2,-,CHX,-,T2,-,-,4.0,12.0625
44,person_1,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,-,T1,-,-,-,T1,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,5.0,11.5625
45,person_10,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,COM,-,-,-,-,-,COM,-,COM,-,-,-,5.0,11.5625
46,person_11,-,T1,-,T1,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,-,-,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T2,5.0,11.5625
47,person_4,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T2,-,-,-,T1,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,T2,-,CHX,-,T2,-,CHX,5.0,11.5625
48,person_7,M,-,-,-,DISP,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,DISP,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,M,-,5.0,11.5625
49,person_9,-,-,-,-,-,T1,-,T2,-,T2,-,CHX,-,-,-,T2,-,T1,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T2,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,T2,5.0,11.5625
50,person_6,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,T2,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,CHX,-,T1,5.0,11.5625
51,person_5,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,COM,-,M,-,COM,-,DISP,-,M,-,-,-,M,-,M,-,-,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,COM,-,DISP,-,5.0,11.5625
52,person_3,COM,-,DISP,-,-,-,-,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,DISP,-,DISP,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,M,-,-,-,COM,-,M,-,M,-,-,-,5.0,11.5625
53,person_2,-,CHX,-,-,-,-,-,-,-,CHX,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,T2,-,-,-,-,-,CHX,-,T1,-,T1,-,-,-,T2,-,T2,-,CHX,-,T1,-,T1,-,CHX,5.0,11.5625
54,person_8,M,-,M,-,-,-,-,-,COM,-,COM,-,-,-,-,-,-,-,DISP,-,COM,-,M,-,-,-,-,-,-,-,DISP,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,-,5.0,11.5625
55,person_1,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,T1,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,6.0,11.4375
56,person_10,COM,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,DISP,-,-,-,-,CHX,-,-,-,T2,-,T1,-,T1,-,-,-,-,M,-,-,-,M,-,M,-,M,-,DISP,-,-,-,COM,-,-,-,-,-,M,-,COM,-,DISP,-,6.0,11.4375
57,person_11,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,-,T2,-,T1,6.0,11.4375
58,person_4,COM,-,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,CHX,-,T2,-,CHX,-,T2,-,T1,-,T1,6.0,11.4375
59,person_7,COM,-,-,-,DISP,-,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,-,-,COM,-,M,-,COM,-,DISP,-,M,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,-,-,M,-,M,-,6.0,11.4375
60,person_9,-,-,-,T1,-,-,-,T1,-,T2,-,T2,-,-,-,T2,-,T1,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,T2,6.0,11.4375
61,person_6,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,T1,6.0,11.4375
62,person_5,COM,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,COM,-,DISP,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,COM,-,-,-,-,-,6.0,11.4375
63,person_3,M,-,M,-,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,M,-,COM,-,M,-,M,-,DISP,-,DISP,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,M,-,COM,-,-,-,M,-,M,-,COM,-,-,-,6.0,11.4375
64,person_2,-,T1,-,-,-,-,-,T2,-,CHX,-,-,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,6.0,11.4375
65,person_8,M,-,DISP,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,DISP,-,-,-,M,-,COM,-,-,-,-,-,M,-,-,-,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,-,6.0,11.4375
66,person_1,M,-,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,-,T2,-,CHX,-,-,-,T2,-,T2,-,-,7.0,11.1875
67,person_10,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,COM,-,-,-,M,-,-,-,-,-,COM,-,DISP,-,M,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,T2,-,-,-,-,-,T1,-,T1,-,-,7.0,11.1875
68,person_11,-,CHX,-,-,-,T1,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,CHX,-,T2,7.0,11.1875
69,person_4,-,-,-,T1,-,-,-,T2,-,T2,-,T1,-,T1,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,7.0,11.1875
70,person_7,COM,-,M,-,-,-,M,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,COM,-,COM,-,M,-,M,-,M,-,DISP,-,7.0,11.1875
71,person_9,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,CHX,-,T2,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,T1,-,T1,-,-,-,-,-,T1,7.0,11.1875
72,person_6,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T2,-,-,-,-,-,CHX,-,CHX,-,T1,7.0,11.1875
73,person_5,-,T1,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,COM,-,-,-,M,-,M,-,DISP,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,-,CHX,-,CHX,-,CHX,-,-,-,T2,-,-,7.0,11.1875
74,person_3,COM,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,M,-,-,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,7.0,11.1875
75,person_2,-,T2,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,CHX,-,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,-,-,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,-,-,-,T1,-,T2,-,T2,-,CHX,-,T1,-,T2,7.0,11.1875
76,person_8,-,-,DISP,-,-,-,M,-,-,-,-,-,COM,-,-,-,-,-,DISP,-,M,-,COM,-,COM,-,-,-,-,-,M,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,M,-,M,-,-,-,COM,-,COM,-,M,-,7.0,11.1875
77,person_1,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,COM,-,-,-,COM,-,M,-,-,-,8.0,11.0625
78,person_10,COM,-,-,-,DISP,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,COM,-,M,-,DISP,-,DISP,-,-,-,-,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,T2,-,-,-,-,-,T1,-,T1,-,-,8.0,11.0625
79,person_11,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T1,-,T1,-,T1,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T2,-,T1,8.0,11.0625
80,person_4,-,CHX,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,T2,-,T1,-,-,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,T2,-,T1,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,8.0,11.0625
81,person_7,M,-,DISP,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,-,-,COM,-,-,-,8.0,11.0625
