,Nurse,2023-09-01-mañana,2023-09-01-tarde,2023-09-02-mañana,2023-09-02-tarde,2023-09-03-mañana,2023-09-03-tarde,2023-09-04-mañana,2023-09-04-tarde,2023-09-05-mañana,2023-09-05-tarde,2023-09-06-mañana,2023-09-06-tarde,2023-09-07-mañana,2023-09-07-tarde,2023-09-08-mañana,2023-09-08-tarde,2023-09-09-mañana,2023-09-09-tarde,2023-09-10-mañana,2023-09-10-tarde,2023-09-11-mañana,2023-09-11-tarde,2023-09-12-mañana,2023-09-12-tarde,2023-09-13-mañana,2023-09-13-tarde,2023-09-14-mañana,2023-09-14-tarde,2023-09-15-mañana,2023-09-15-tarde,2023-09-16-mañana,2023-09-16-tarde,2023-09-17-mañana,2023-09-17-tarde,2023-09-18-mañana,2023-09-18-tarde,2023-09-19-mañana,2023-09-19-tarde,2023-09-20-mañana,2023-09-20-tarde,2023-09-21-mañana,2023-09-21-tarde,2023-09-22-mañana,2023-09-22-tarde,2023-09-23-mañana,2023-09-23-tarde,2023-09-24-mañana,2023-09-24-tarde,2023-09-25-mañana,2023-09-25-tarde,2023-09-26-mañana,2023-09-26-tarde,2023-09-27-mañana,2023-09-27-tarde,2023-09-28-mañana,2023-09-28-tarde,2023-09-29-mañana,2023-09-29-tarde,2023-09-30-mañana,2023-09-30-tarde,objective_1,objective_2
10,person_4,M,-,DISP,-,-,-,-,-,-,-,-,T1,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,DISP,-,6.0,22.4375
0,person_8,-,T2,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,M,-,M,-,-,-,-,-,COM,-,DISP,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,DISP,-,-,-,M,-,M,-,-,-,M,-,-,-,8.0,20.4375
1,person_10,M,-,-,-,M,-,COM,-,COM,-,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T2,-,-,8.0,20.4375
2,person_7,COM,-,-,-,DISP,-,-,T2,-,T2,-,-,-,T2,-,T1,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,M,-,8.0,20.4375
3,person_9,-,T1,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,COM,-,-,-,8.0,20.4375
4,person_5,-,CHX,-,-,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T2,8.0,20.4375
5,person_3,-,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,T2,-,T1,-,-,-,T2,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,-,-,-,-,-,8.0,20.4375
6,person_11,-,CHX,-,T1,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,-,-,CHX,-,T2,-,-,-,T1,-,T1,-,-,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T1,8.0,20.4375
7,person_1,-,-,DISP,-,-,-,-,-,-,-,M,-,-,-,-,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,-,8.0,20.4375
8,person_6,M,-,-,-,DISP,-,COM,-,M,-,COM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,DISP,-,8.0,20.4375
9,person_2,M,-,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,-,-,CHX,-,T2,-,T2,-,T1,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T2,-,T2,-,CHX,-,CHX,-,-,-,T2,8.0,20.4375
10,person_4,COM,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,-,CHX,-,T1,-,T2,-,T1,-,T2,-,-,-,-,COM,-,COM,-,M,-,M,-,M,-,DISP,-,8.0,20.4375
