,Nurse,2022-09-01-mañana,2022-09-01-tarde,2022-09-02-mañana,2022-09-02-tarde,2022-09-03-mañana,2022-09-03-tarde,2022-09-04-mañana,2022-09-04-tarde,2022-09-05-mañana,2022-09-05-tarde,2022-09-06-mañana,2022-09-06-tarde,2022-09-07-mañana,2022-09-07-tarde,2022-09-08-mañana,2022-09-08-tarde,2022-09-09-mañana,2022-09-09-tarde,2022-09-10-mañana,2022-09-10-tarde,2022-09-11-mañana,2022-09-11-tarde,2022-09-12-mañana,2022-09-12-tarde,2022-09-13-mañana,2022-09-13-tarde,2022-09-14-mañana,2022-09-14-tarde,2022-09-15-mañana,2022-09-15-tarde,2022-09-16-mañana,2022-09-16-tarde,2022-09-17-mañana,2022-09-17-tarde,2022-09-18-mañana,2022-09-18-tarde,2022-09-19-mañana,2022-09-19-tarde,2022-09-20-mañana,2022-09-20-tarde,2022-09-21-mañana,2022-09-21-tarde,2022-09-22-mañana,2022-09-22-tarde,2022-09-23-mañana,2022-09-23-tarde,2022-09-24-mañana,2022-09-24-tarde,2022-09-25-mañana,2022-09-25-tarde,2022-09-26-mañana,2022-09-26-tarde,2022-09-27-mañana,2022-09-27-tarde,2022-09-28-mañana,2022-09-28-tarde,2022-09-29-mañana,2022-09-29-tarde,2022-09-30-mañana,2022-09-30-tarde,objective_1,objective_2
27,person_9,-,T2,-,CHX,-,-,-,T1,-,-,-,CHX,-,T1,-,T2,-,T1,-,T1,-,-,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,4.0,9.3125
28,person_1,-,T1,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,-,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,-,COM,-,M,-,M,-,M,-,M,-,4.0,9.3125
29,person_10,-,T2,-,T1,-,-,-,T1,-,T2,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,T2,-,T2,-,T2,-,T1,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,4.0,9.3125
30,person_5,COM,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,5.0,9.25
31,person_7,M,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,-,T2,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,-,-,CHX,-,CHX,-,CHX,5.0,9.25
32,person_2,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,-,-,-,-,T1,5.0,9.25
33,person_3,-,-,-,CHX,-,T1,-,-,-,CHX,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,-,-,T2,-,T2,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,T1,5.0,9.25
34,person_4,-,T1,-,T2,-,-,-,-,COM,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,M,-,COM,-,COM,-,5.0,9.25
35,person_8,M,-,COM,-,M,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,T2,-,CHX,-,T1,-,T2,5.0,9.25
36,person_6,M,-,COM,-,DISP,-,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,COM,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,COM,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,T2,-,-,-,T1,-,T1,-,T1,5.0,9.25
37,person_9,M,-,-,-,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,CHX,5.0,9.25
38,person_1,-,CHX,-,CHX,-,-,-,T1,-,T2,-,-,-,T2,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,T2,-,-,-,-,-,-,-,-,-,T1,-,-,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,5.0,9.25
39,person_10,-,T2,-,T1,-,T1,-,-,COM,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T2,-,T2,-,T1,-,-,-,CHX,-,T2,-,T2,-,T2,-,T2,-,T1,-,-,M,-,M,-,M,-,COM,-,M,-,5.0,9.25
0,person_5,-,T2,-,T1,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,6.0,9.25
1,person_7,M,-,COM,-,-,-,M,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,-,-,T2,-,T2,-,CHX,6.0,9.25
2,person_2,-,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,M,-,COM,-,M,-,-,-,COM,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T2,-,-,-,-,-,T1,6.0,9.25
3,person_3,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,CHX,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,6.0,9.25
4,person_4,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,6.0,9.25
5,person_8,COM,-,M,-,-,-,DISP,-,M,-,-,-,COM,-,-,-,COM,-,-,-,DISP,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,-,T1,-,T1,-,T1,-,-,6.0,9.25
6,person_6,COM,-,COM,-,-,-,M,-,M,-,M,-,COM,-,COM,-,M,-,-,-,M,-,-,-,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,-,-,-,T2,-,T1,-,T1,-,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,T2,6.0,9.25
7,person_9,-,T1,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,CHX,-,-,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,T2,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,CHX,-,T2,6.0,9.25
8,person_1,-,T2,-,-,-,-,-,T1,-,T2,-,-,-,T2,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,CHX,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,6.0,9.25
9,person_10,-,CHX,-,CHX,-,-,-,-,-,CHX,-,T2,-,T1,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,T2,-,T1,-,-,-,T1,-,T2,-,T1,-,T2,-,T2,-,T1,-,T1,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,6.0,9.25
