,Nurse,2023-06-01-mañana,2023-06-01-tarde,2023-06-02-mañana,2023-06-02-tarde,2023-06-03-mañana,2023-06-03-tarde,2023-06-04-mañana,2023-06-04-tarde,2023-06-05-mañana,2023-06-05-tarde,2023-06-06-mañana,2023-06-06-tarde,2023-06-07-mañana,2023-06-07-tarde,2023-06-08-mañana,2023-06-08-tarde,2023-06-09-mañana,2023-06-09-tarde,2023-06-10-mañana,2023-06-10-tarde,2023-06-11-mañana,2023-06-11-tarde,2023-06-12-mañana,2023-06-12-tarde,2023-06-13-mañana,2023-06-13-tarde,2023-06-14-mañana,2023-06-14-tarde,2023-06-15-mañana,2023-06-15-tarde,2023-06-16-mañana,2023-06-16-tarde,2023-06-17-mañana,2023-06-17-tarde,2023-06-18-mañana,2023-06-18-tarde,2023-06-19-mañana,2023-06-19-tarde,2023-06-20-mañana,2023-06-20-tarde,2023-06-21-mañana,2023-06-21-tarde,2023-06-22-mañana,2023-06-22-tarde,2023-06-23-mañana,2023-06-23-tarde,2023-06-24-mañana,2023-06-24-tarde,2023-06-25-mañana,2023-06-25-tarde,2023-06-26-mañana,2023-06-26-tarde,2023-06-27-mañana,2023-06-27-tarde,2023-06-28-mañana,2023-06-28-tarde,2023-06-29-mañana,2023-06-29-tarde,2023-06-30-mañana,2023-06-30-tarde,objective_1,objective_2
14,person_11,M,-,M,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,DISP,-,COM,-,-,-,-,-,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,COM,-,COM,-,2.0,11.625
15,person_7,M,-,M,-,-,-,DISP,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,2.0,11.625
16,person_2,M,-,COM,-,M,-,-,-,M,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,-,COM,-,M,-,-,-,-,-,-,-,M,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,M,-,COM,-,M,-,M,-,2.0,11.625
17,person_8,-,-,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,CHX,-,T1,-,T1,-,-,-,T1,-,T2,-,T2,-,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,-,-,T1,-,T2,-,T2,-,-,-,-,-,-,2.0,11.625
18,person_4,COM,-,-,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,-,-,-,T2,-,T1,-,T2,-,T2,-,-,-,-,M,-,M,-,M,-,-,-,M,-,2.0,11.625
19,person_6,-,T1,-,-,-,-,-,T1,-,-,COM,-,M,-,COM,-,M,-,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T1,2.0,11.625
20,person_10,-,T1,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,-,-,T1,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,-,T2,-,T1,-,-,-,T1,2.0,11.625
21,person_1,-,T2,-,-,-,-,-,T1,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,2.0,11.625
22,person_5,M,-,COM,-,-,-,DISP,-,COM,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,CHX,-,T1,-,T2,-,-,-,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,-,-,-,T1,-,T1,-,T2,3.0,11.1875
23,person_9,-,T1,-,T1,-,T1,-,-,COM,-,M,-,COM,-,-,-,COM,-,-,-,-,-,-,T1,-,CHX,-,-,-,T2,-,T2,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,T1,-,CHX,-,T2,-,-,-,T2,-,T2,3.0,11.1875
24,person_3,M,-,-,-,M,-,-,-,-,-,-,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,3.0,11.1875
25,person_11,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,COM,-,-,-,-,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,3.0,11.1875
26,person_7,-,T2,-,T1,-,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,-,M,-,M,-,M,-,3.0,11.1875
27,person_2,-,-,COM,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,-,-,-,COM,-,M,-,COM,-,-,-,DISP,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,COM,-,COM,-,3.0,11.1875
28,person_8,-,-,-,T2,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,CHX,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,T2,-,-,-,-,M,-,COM,-,-,-,-,-,M,-,3.0,11.1875
29,person_4,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,DISP,-,M,-,M,-,-,-,COM,-,DISP,-,-,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,-,-,T1,3.0,11.1875
30,person_6,-,T1,-,CHX,-,-,-,T1,-,-,COM,-,-,-,COM,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,CHX,3.0,11.1875
31,person_10,-,-,M,-,-,-,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,3.0,11.1875
32,person_1,-,CHX,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,-,-,T2,-,-,-,T1,-,-,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T2,-,T1,-,T2,-,T1,-,-,3.0,11.1875
33,person_5,M,-,COM,-,DISP,-,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,-,-,T2,-,T1,-,CHX,4.0,10.625
34,person_9,M,-,M,-,-,-,-,-,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,T2,-,-,-,T1,-,T1,-,T1,-,CHX,-,T1,-,T1,4.0,10.625
35,person_3,-,-,M,-,M,-,-,-,-,T2,-,-,-,T2,-,T2,-,T2,-,-,-,-,-,-,-,-,COM,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,CHX,-,T1,-,T2,-,T1,4.0,10.625
36,person_11,-,T1,-,CHX,-,-,-,-,COM,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,DISP,-,M,-,-,-,COM,-,COM,-,DISP,-,-,-,DISP,-,M,-,-,-,M,-,COM,-,-,-,DISP,-,M,-,COM,-,M,-,M,-,COM,-,4.0,10.625
37,person_7,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,4.0,10.625
38,person_2,COM,-,-,-,-,-,DISP,-,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,T1,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,4.0,10.625
39,person_8,-,-,-,T2,-,T1,-,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,T1,-,T2,-,CHX,-,-,-,CHX,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,COM,-,M,-,-,-,-,-,M,-,4.0,10.625
40,person_4,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,4.0,10.625
41,person_6,M,-,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,-,4.0,10.625
42,person_10,-,T2,-,T1,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,CHX,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,T2,-,T2,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,T2,4.0,10.625
43,person_1,-,T1,-,-,-,-,-,T1,-,T2,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,-,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,-,CHX,-,T2,-,T1,-,T2,-,-,4.0,10.625
44,person_5,M,-,COM,-,-,-,DISP,-,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,-,-,-,-,-,T2,-,CHX,-,CHX,5.0,10.25
45,person_9,-,CHX,-,T1,-,T1,-,-,-,T2,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,T2,5.0,10.25
46,person_3,COM,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,DISP,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,-,CHX,-,T1,-,T2,-,T1,5.0,10.25
47,person_11,-,T1,-,T1,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,COM,-,5.0,10.25
48,person_7,M,-,M,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,5.0,10.25
49,person_2,COM,-,M,-,-,-,M,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,-,CHX,-,-,-,T1,-,T2,5.0,10.25
50,person_8,-,-,-,T2,-,T1,-,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,T1,-,T1,-,T1,-,-,-,CHX,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,T2,-,T1,-,-,COM,-,M,-,-,-,-,-,M,-,5.0,10.25
51,person_4,-,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,COM,-,-,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,5.0,10.25
52,person_6,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,T1,5.0,10.25
53,person_10,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,-,-,CHX,-,-,-,-,-,T1,-,-,-,-,-,-,-,T2,-,-,-,T2,-,-,-,T1,-,T2,-,-,-,CHX,-,T2,-,T2,5.0,10.25
54,person_1,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,T2,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,-,CHX,-,T2,-,T1,-,T2,-,-,5.0,10.25
55,person_5,M,-,COM,-,M,-,-,-,-,T1,-,-,-,T1,-,T2,-,T1,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,6.0,10.1875
56,person_9,COM,-,COM,-,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T2,-,CHX,-,T2,6.0,10.1875
57,person_3,M,-,M,-,DISP,-,-,-,M,-,-,-,COM,-,-,-,COM,-,-,-,M,-,-,-,-,-,COM,-,-,-,M,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,-,CHX,-,-,-,T2,-,T1,6.0,10.1875
58,person_11,M,-,COM,-,-,-,M,-,M,-,M,-,COM,-,-,-,COM,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,M,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,6.0,10.1875
59,person_7,COM,-,COM,-,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,6.0,10.1875
60,person_2,-,T2,-,T1,-,-,-,-,COM,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T2,6.0,10.1875
61,person_8,-,CHX,-,T2,-,T1,-,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,COM,-,M,-,-,-,-,-,M,-,6.0,10.1875
62,person_4,-,-,M,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,COM,-,-,-,-,-,M,-,COM,-,-,-,COM,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,-,-,-,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,COM,-,6.0,10.1875
63,person_6,-,-,-,CHX,-,-,-,-,-,T2,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,T1,6.0,10.1875
64,person_10,-,T2,-,T1,-,T1,-,-,-,CHX,-,-,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T1,-,T2,-,-,-,-,-,T2,-,T2,6.0,10.1875
65,person_1,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,T2,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,-,T1,-,T2,-,T1,-,T2,-,-,6.0,10.1875
66,person_5,M,-,M,-,M,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,COM,-,-,-,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,7.0,9.625
67,person_9,M,-,M,-,-,-,-,-,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,T2,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,T2,-,T1,7.0,9.625
68,person_3,M,-,COM,-,-,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,DISP,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,-,CHX,-,T2,-,T2,-,T2,7.0,9.625
69,person_11,COM,-,COM,-,DISP,-,-,-,COM,-,M,-,COM,-,-,-,COM,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,7.0,9.625
70,person_7,COM,-,M,-,-,-,DISP,-,COM,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,7.0,9.625
71,person_2,M,-,-,-,-,-,M,-,-,T1,-,-,-,T2,-,T1,-,T2,-,-,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,-,-,-,-,COM,-,M,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,7.0,9.625
72,person_8,-,-,-,T2,-,-,-,T1,-,T2,-,CHX,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,COM,-,M,-,-,-,-,-,M,-,7.0,9.625
73,person_4,-,CHX,-,CHX,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,DISP,-,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,DISP,-,-,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,7.0,9.625
74,person_6,COM,-,COM,-,-,-,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T1,7.0,9.625
75,person_10,-,T2,-,T1,-,T1,-,-,-,T2,-,-,-,CHX,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,T2,7.0,9.625
76,person_1,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,T2,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,-,7.0,9.625
77,person_5,M,-,COM,-,-,-,M,-,COM,-,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,DISP,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,-,-,-,T2,-,CHX,-,CHX,8.0,9.3125
78,person_9,COM,-,M,-,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,T2,-,T2,-,-,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,8.0,9.3125
79,person_3,-,-,M,-,M,-,-,-,-,T2,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,-,CHX,-,T1,-,T2,-,T2,8.0,9.3125
80,person_11,COM,-,M,-,M,-,-,-,COM,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,DISP,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,T1,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,8.0,9.3125
81,person_7,M,-,COM,-,-,-,DISP,-,M,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,-,M,-,M,-,M,-,8.0,9.3125
82,person_2,COM,-,COM,-,DISP,-,-,-,COM,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,COM,-,COM,-,-,-,-,-,M,-,-,T1,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,-,T1,-,T2,-,T2,-,-,8.0,9.3125
