,Nurse,2022-09-01-mañana,2022-09-01-tarde,2022-09-02-mañana,2022-09-02-tarde,2022-09-03-mañana,2022-09-03-tarde,2022-09-04-mañana,2022-09-04-tarde,2022-09-05-mañana,2022-09-05-tarde,2022-09-06-mañana,2022-09-06-tarde,2022-09-07-mañana,2022-09-07-tarde,2022-09-08-mañana,2022-09-08-tarde,2022-09-09-mañana,2022-09-09-tarde,2022-09-10-mañana,2022-09-10-tarde,2022-09-11-mañana,2022-09-11-tarde,2022-09-12-mañana,2022-09-12-tarde,2022-09-13-mañana,2022-09-13-tarde,2022-09-14-mañana,2022-09-14-tarde,2022-09-15-mañana,2022-09-15-tarde,2022-09-16-mañana,2022-09-16-tarde,2022-09-17-mañana,2022-09-17-tarde,2022-09-18-mañana,2022-09-18-tarde,2022-09-19-mañana,2022-09-19-tarde,2022-09-20-mañana,2022-09-20-tarde,2022-09-21-mañana,2022-09-21-tarde,2022-09-22-mañana,2022-09-22-tarde,2022-09-23-mañana,2022-09-23-tarde,2022-09-24-mañana,2022-09-24-tarde,2022-09-25-mañana,2022-09-25-tarde,2022-09-26-mañana,2022-09-26-tarde,2022-09-27-mañana,2022-09-27-tarde,2022-09-28-mañana,2022-09-28-tarde,2022-09-29-mañana,2022-09-29-tarde,2022-09-30-mañana,2022-09-30-tarde,objective_1,objective_2
0,person_5,-,CHX,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,T1,-,T1,-,T1,-,T2,-,-,-,-,COM,-,M,-,M,-,-,-,-,-,16.0,23.4375
1,person_2,M,-,M,-,M,-,-,-,COM,-,-,-,COM,-,COM,-,-,-,-,-,DISP,-,-,-,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,-,CHX,-,-,-,CHX,-,T1,-,CHX,16.0,23.4375
2,person_7,-,T1,-,CHX,-,-,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,CHX,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,-,-,T2,-,T2,-,T1,-,CHX,-,T1,16.0,23.4375
3,person_1,-,-,-,CHX,-,T1,-,-,M,-,COM,-,-,-,-,-,M,-,M,-,-,-,-,T2,-,T1,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,23.4375
4,person_8,-,T1,-,T2,-,-,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,T2,-,T2,-,T2,16.0,23.4375
5,person_3,-,-,-,-,DISP,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,-,-,-,COM,-,COM,-,-,-,COM,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,-,-,-,DISP,-,-,-,M,-,M,-,-,-,COM,-,COM,-,16.0,23.4375
6,person_9,-,-,-,-,-,-,DISP,-,M,-,COM,-,-,-,-,-,M,-,-,-,M,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,16.0,23.4375
7,person_4,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,-,-,M,-,DISP,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,DISP,-,M,-,-,-,COM,-,M,-,M,-,16.0,23.4375
8,person_10,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,-,-,COM,-,M,-,M,-,M,-,16.0,23.4375
9,person_6,M,-,COM,-,-,-,M,-,-,CHX,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,23.4375
