,Nurse,2022-06-01-mañana,2022-06-01-tarde,2022-06-02-mañana,2022-06-02-tarde,2022-06-03-mañana,2022-06-03-tarde,2022-06-04-mañana,2022-06-04-tarde,2022-06-05-mañana,2022-06-05-tarde,2022-06-06-mañana,2022-06-06-tarde,2022-06-07-mañana,2022-06-07-tarde,2022-06-08-mañana,2022-06-08-tarde,2022-06-09-mañana,2022-06-09-tarde,2022-06-10-mañana,2022-06-10-tarde,2022-06-11-mañana,2022-06-11-tarde,2022-06-12-mañana,2022-06-12-tarde,2022-06-13-mañana,2022-06-13-tarde,2022-06-14-mañana,2022-06-14-tarde,2022-06-15-mañana,2022-06-15-tarde,2022-06-16-mañana,2022-06-16-tarde,2022-06-17-mañana,2022-06-17-tarde,2022-06-18-mañana,2022-06-18-tarde,2022-06-19-mañana,2022-06-19-tarde,2022-06-20-mañana,2022-06-20-tarde,2022-06-21-mañana,2022-06-21-tarde,2022-06-22-mañana,2022-06-22-tarde,2022-06-23-mañana,2022-06-23-tarde,2022-06-24-mañana,2022-06-24-tarde,2022-06-25-mañana,2022-06-25-tarde,2022-06-26-mañana,2022-06-26-tarde,2022-06-27-mañana,2022-06-27-tarde,2022-06-28-mañana,2022-06-28-tarde,2022-06-29-mañana,2022-06-29-tarde,2022-06-30-mañana,2022-06-30-tarde,objective_1,objective_2
10,person_1,-,-,-,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,-,-,-,-,-,T2,4.0,11.3125
11,person_6,M,-,M,-,COM,-,M,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T2,-,-,-,T1,-,T2,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T2,-,T1,-,-,M,-,M,-,COM,-,M,-,4.0,11.3125
12,person_5,-,CHX,-,T1,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,T2,4.0,11.3125
13,person_7,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,-,-,COM,-,M,-,M,-,COM,-,M,-,-,-,-,T1,-,T2,-,T1,-,T1,4.0,11.3125
14,person_3,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,T1,-,T2,-,T1,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,M,-,M,-,M,-,4.0,11.3125
15,person_4,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,CHX,-,-,-,-,-,CHX,-,T1,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,T2,-,T2,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,4.0,11.3125
16,person_8,M,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,T1,-,T1,5.0,11.0625
17,person_2,M,-,COM,-,COM,-,-,-,M,-,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,DISP,-,-,-,DISP,-,M,-,-,-,M,-,M,-,-,-,DISP,-,DISP,-,COM,-,M,-,COM,-,5.0,11.0625
18,person_1,-,-,COM,-,M,-,-,-,DISP,-,M,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,-,-,-,-,-,T2,5.0,11.0625
19,person_6,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,T1,-,T1,-,-,M,-,M,-,COM,-,M,-,5.0,11.0625
20,person_5,-,CHX,-,T1,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,-,-,COM,-,COM,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,T1,5.0,11.0625
21,person_7,M,-,M,-,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,-,-,COM,-,M,-,-,-,-,T1,-,T2,-,T1,-,CHX,5.0,11.0625
22,person_3,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,5.0,11.0625
23,person_4,COM,-,-,-,M,-,M,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,5.0,11.0625
24,person_8,COM,-,COM,-,COM,-,DISP,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,6.0,10.3125
25,person_2,M,-,M,-,M,-,-,-,M,-,-,CHX,-,T1,-,-,-,T2,-,T1,-,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,DISP,-,-,-,M,-,M,-,6.0,10.3125
26,person_1,-,-,M,-,M,-,-,-,DISP,-,M,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,-,-,-,-,-,T2,6.0,10.3125
27,person_6,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,T1,-,-,-,CHX,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,T2,-,T1,-,-,M,-,COM,-,COM,-,M,-,6.0,10.3125
28,person_5,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,DISP,-,M,-,M,-,-,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,T1,-,CHX,6.0,10.3125
29,person_7,M,-,M,-,COM,-,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,COM,-,M,-,M,-,COM,-,M,-,-,-,-,T1,-,T2,-,CHX,-,T1,6.0,10.3125
30,person_3,-,-,-,-,-,-,M,-,-,-,-,T2,-,-,-,CHX,-,CHX,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,-,-,-,M,-,COM,-,M,-,6.0,10.3125
31,person_4,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,CHX,-,T2,-,-,-,CHX,-,-,-,T1,-,T1,-,T1,-,T2,-,T1,6.0,10.3125
32,person_8,M,-,M,-,M,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,T1,-,CHX,-,T1,7.0,10.0625
33,person_2,M,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,-,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,DISP,-,COM,-,M,-,COM,-,7.0,10.0625
34,person_1,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,T2,-,-,-,T1,-,T1,-,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,-,T1,-,-,-,-,-,T2,7.0,10.0625
35,person_6,-,T1,-,T1,-,T2,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T2,-,-,-,T1,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,M,-,M,-,COM,-,M,-,7.0,10.0625
36,person_5,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,DISP,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,T1,-,T1,7.0,10.0625
37,person_7,COM,-,-,-,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,M,-,M,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,7.0,10.0625
38,person_3,-,-,-,-,-,-,DISP,-,-,-,-,T1,-,T2,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,-,-,M,-,COM,-,M,-,7.0,10.0625
39,person_4,-,T2,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,CHX,-,-,-,-,-,T2,-,CHX,-,T1,-,T2,-,T2,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,7.0,10.0625
40,person_8,COM,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,T1,-,T1,8.0,9.625
41,person_2,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,COM,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,DISP,-,COM,-,M,-,COM,-,8.0,9.625
42,person_1,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,T1,-,-,-,-,-,T2,8.0,9.625
43,person_6,M,-,COM,-,M,-,-,-,M,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,T1,-,-,-,T2,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,M,-,M,-,COM,-,M,-,8.0,9.625
44,person_5,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T1,-,T1,-,CHX,-,T1,8.0,9.625
45,person_7,-,T1,-,T2,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,COM,-,M,-,-,-,-,T1,-,T2,-,T1,-,T1,8.0,9.625
46,person_3,-,T1,-,CHX,-,T2,-,T1,-,-,-,T2,-,T2,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T1,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,8.0,9.625
47,person_4,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,8.0,9.625
48,person_8,COM,-,M,-,M,-,DISP,-,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,T1,-,T1,9.0,9.3125
49,person_2,M,-,COM,-,M,-,-,-,DISP,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,COM,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,COM,-,M,-,COM,-,9.0,9.3125
50,person_1,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,-,-,-,-,T2,9.0,9.3125
51,person_6,-,T2,-,T2,-,T1,-,T1,-,-,-,T2,-,CHX,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,DISP,-,M,-,COM,-,M,-,9.0,9.3125
52,person_5,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,T1,9.0,9.3125
53,person_7,M,-,COM,-,COM,-,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,-,-,-,T1,-,T2,-,T1,-,T2,9.0,9.3125
54,person_3,-,-,M,-,-,-,M,-,-,-,-,T1,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,M,-,M,-,M,-,9.0,9.3125
55,person_4,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,T2,-,CHX,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,T2,-,T2,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,9.0,9.3125
0,person_8,COM,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,-,-,M,-,M,-,M,-,10.0,9.0625
1,person_2,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,M,-,DISP,-,COM,-,M,-,COM,-,10.0,9.0625
2,person_1,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,-,-,-,-,-,10.0,9.0625
3,person_6,-,T2,-,T1,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,T2,-,T2,-,T1,-,T1,-,-,M,-,M,-,COM,-,M,-,10.0,9.0625
4,person_5,-,CHX,-,CHX,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,T1,-,CHX,-,CHX,-,T1,10.0,9.0625
5,person_7,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T2,-,T1,-,T1,10.0,9.0625
6,person_3,-,T1,-,T2,-,T1,-,T1,-,-,-,T2,-,T2,-,CHX,-,T1,-,T1,-,T1,-,-,-,CHX,-,T2,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,-,T2,-,T2,-,CHX,10.0,9.0625
7,person_4,COM,-,M,-,M,-,-,-,DISP,-,-,CHX,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,T2,-,T2,10.0,9.0625
